|source|predicted|ground_truth|da|qe|rouge|embed_distance|laj
200|खून में उबाल आना|"The idiom ""खून में उबाल आना"" can be translated as ""to have blood boiling"" or ""to have a surge of anger."" It describes a situation where someone is experiencing intense anger or frustration, often to the point of losing control."|to be fired up with passion|0.5657503604888916|0.6611868143081665|0.01532567049808429|0.42469704151153564|2
201|खून पसीने की कमाई|"The idiom ""खून पसीने की कमाई"" translates to ""earned with blood and sweat"" in English."|hard-earned money|0.46363964676856995|0.6150537729263306|0.14285714285714285|0.45618778467178345|5
202|खून सफेद होना|"""To be as pale as a ghost"""|to become heartless or selfish|0.5706005692481995|0.6140720248222351|0.0689655172413793|0.6033177971839905|2
203|खून चढ़ना|"""To have blood rise"" or ""to get blood boiling"""|to feel energetic or brave|0.48659244179725647|0.587224006652832|0.05405405405405406|0.6143261790275574|2
204|खून उतरना|"The idiom ""खून उतरना"" (khun utarna) in Hindi translates to ""to lose blood"" in English. It refers to the act of bleeding or losing blood from the body. This idiom is often used to describe a situation where someone is injured and is bleeding profusely."|to lose courage suddenly|0.43703293800354004|0.5180703997612|0.04081632653061224|0.33084940910339355|3
205|पसीने छूटना|"""To break into a sweat"""|to panic under pressure|0.5830029845237732|0.7495877742767334|0.0|0.6697877049446106|3
206|खून जम जाना|"The idiom ""खून जम जाना"" in Hindi translates to ""blood freezing"" in English. It is used to describe a situation or experience that causes extreme fear, shock, or horror, resulting in a feeling of numbness or paralysis. The idiom captures the intense emotional response and physical sensation of having one's blood freeze in their veins due to a terrifying or traumatic event."|to be terrified|0.5403669476509094|0.44483429193496704|0.023752969121140142|0.293165922164917|4
207|खून देना|To give blood|to sacrifice selflessly|0.5638962388038635|0.833271324634552|0.0|0.6863530874252319|2
208|खून का रिश्ता|"The idiom ""खून का रिश्ता"" in Hindi translates to ""blood relation"" in English. It refers to a close familial bond or connection between individuals, specifically those who are related by blood. This idiom emphasizes the strong and unbreakable nature of family ties, suggesting that blood relations are the most significant and enduring relationships in one's life."|blood relation|0.5946891903877258|0.45459577441215515|0.054862842892768084|0.38131025433540344|5
209|खून बहाना|To shed blood|to fight fiercely|0.6339859366416931|0.8336323499679565|0.0|0.6840425133705139|2
210|खून खराबा होना|"""Bloodshed"" or ""bloodletting"""|to result in violence or bloodshed|0.6041494607925415|0.7071667313575745|0.3666666666666667|0.7535302639007568|5
211|दिल थाम लेना|"""Hold your heart"""|to feel suspense or fear|0.45395082235336304|0.761031448841095|0.0|0.561587929725647|2
212|दिल लगा लेना|To put your heart into something, to commit yourself fully to a task or endeavor, to invest your emotions and efforts wholeheartedly into a project or relationship.|to fall in love deeply|0.5564736723899841|0.6037543416023254|0.0|0.5237069129943848|4
213|दिल में आग लगना|"""To have fire in one's heart"""|to feel jealousy or anger|0.42493245005607605|0.7869628667831421|0.0|0.5992244482040405|5
214|दिल दहल जाना|"""The heart skips a beat"""|to be terrified|0.4109618067741394|0.6380389332771301|0.0|0.6203261613845825|2
215|दिल धकधक करना|"""To make the heart flutter"""|to feel nervous or anxious|0.4266625940799713|0.778875470161438|0.0|0.6041111946105957|5
216|दिल में उतरना|To find a place in someone's heart.|to become likable or close to heart|0.6014610528945923|0.694931149482727|0.08|0.700548529624939|5
217|दिल में ठंडक पड़ना|"""To feel a sense of calm and relief"""|to feel relief or satisfaction|0.7818626761436462|0.786590039730072|0.31884057971014496|0.8339453935623169|4
218|दिल को छू जाना|"""To touch the heart"""|to touch emotionally|0.6544418931007385|0.8167203068733215|0.37837837837837834|0.8022421598434448|3
219|दिल जीत लेना|To win someone's heart|to win affection|0.8633853793144226|0.8363726735115051|0.2777777777777778|0.8599216938018799|4
220|दिल में कसक रह जाना|"The idiom ""दिल में कसक रह जाना"" translates to ""to leave a lingering ache in the heart."""|to feel unfulfilled desire or regret|0.4062516391277313|0.6162931323051453|0.0|0.423488974571228|4
221|दिल का चैन खोना|To lose peace of mind|to lose peace due to love or worry|0.7656868100166321|0.8275651931762695|0.4482758620689656|0.8574807047843933|4
222|दिल बहल जाना|"""To find solace in something"""|to feel consoled|0.6835080981254578|0.7143506407737732|0.046511627906976744|0.7488686442375183|4
223|दिल कड़ा करना|"""To harden one's heart"" or ""to steel one's resolve"""|to act firmly despite emotions|0.513798713684082|0.7419986724853516|0.0|0.6971007585525513|5
224|दिल बैठ जाना|"""To lose heart"" or ""to lose hope"""|to lose hope or courage|0.6940289735794067|0.5924032330513|0.4642857142857143|0.8174134492874146|4
225|दिल बदलना|"""To change one's heart"" or ""to have a change of heart"""|to change one’s opinion or feelings|0.5935325622558594|0.6762208938598633|0.37500000000000006|0.7546596527099609|5
226|साँप निकल गया, लकीर पीटते रह गए|The snake escaped, and they kept beating the line.|to act after the damage is already done|0.43307334184646606|0.681594967842102|0.06315789473684211|0.4336209297180176|1
227|साँप सूँघ जाना|To be cautious or wary of something, often in a subtle or indirect way.|to become completely silent out of fear|0.5475237369537354|0.5337675213813782|0.06666666666666667|0.5649703145027161|4
228|साँप और नेवले की लड़ाई|"The idiom ""साँप और नेवले की लड़ाई"" translates to ""a fight between a snake and a mongoose."""|a fight between sworn enemies|0.42309463024139404|0.6966044902801514|0.3|0.5379474759101868|3
229|साँप के मुँह में छछूंदर|In the mouth of a snake, there is a mole.|to be stuck in an impossible situation|0.4102383852005005|0.7714284658432007|0.0|0.4330962300300598|1
230|साँप को दूध पिलाना|Feeding milk to a snake|to favor someone who will harm you later|0.4144846796989441|0.849486231803894|0.0|0.5058977007865906|5
231|साँप की केंचुली बदलना|"To shed the skin of a snake is an idiom in Hindi that can be translated into English as ""to undergo a transformation or change one's appearance or behavior."""|to change completely in nature or appearance|0.5651772022247314|0.5017717480659485|0.16740088105726872|0.414204865694046|5
232|साँप भी मर जाए और लाठी भी न टूटे|The snake should die, and the stick should not break.|to solve a problem smartly without harm to anyone|0.4606812298297882|0.7855722904205322|0.0|0.47698938846588135|1
233|साँप का बच्चा|"The idiom ""साँप का बच्चा"" in Hindi translates to ""a baby snake"" in English."|a dangerous or deceitful person|0.3518370985984802|0.550452709197998|0.0|0.29886695742607117|3
234|साँप के बिल में हाथ डालना|To put one's hand in a snake's nest|to invite trouble knowingly|0.3879260718822479|0.8280335664749146|0.0|0.5879703760147095|2
235|साँप निकलते ही लकीर पीटना|"""To beat the line as soon as the snake comes out"""|to regret after losing the opportunity|0.4363573491573334|0.7496196031570435|0.06382978723404256|0.5426961183547974|2
236|शेर की सवारी करना|To ride the lion|to take a dangerous or risky decision|0.4152999222278595|0.8267493844032288|0.0|0.5432274341583252|2
237|शेर बनना|To become a lion|to act bravely or arrogantly|0.40925532579421997|0.8571677207946777|0.0|0.5504189729690552|2
238|शेर का दिल रखना|To have the heart of a lion|to be very courageous|0.5109385251998901|0.8468405604362488|0.0|0.6030393838882446|4
239|शेर के मुँह में हाथ डालना|Placing one's hand into the mouth of a lion|to challenge danger directly|0.4315767288208008|0.8459166288375854|0.0|0.5506184101104736|2
240|शेर की तरह गरजना|"""Roaring like a lion"""|to speak fearlessly or loudly|0.4696495532989502|0.8074524402618408|0.0|0.6506941318511963|4
241|शेर का शिकार करना|To hunt for a lion|to achieve a big or risky goal|0.48901307582855225|0.821725070476532|0.04|0.5485024452209473|3
242|लोमड़ी की तरह चालाक|"""As cunning as a fox"""|to be extremely cunning|0.6387800574302673|0.7855812907218933|0.23255813953488372|0.7417628765106201|5
243|कुत्ते की तरह भौंकना|Barking like a dog|to shout without reason|0.5762047171592712|0.750577986240387|0.0|0.6792225241661072|2
244|कुत्ते की मौत मरना|To die like a dog|to die miserably or without dignity|0.49977198243141174|0.7914084196090698|0.18867924528301885|0.6770586967468262|3
245|कुत्ते की पूँछ टेढ़ी की टेढ़ी|The tail of the dog is crooked, and it stays that way.|bad habits never change|0.47965800762176514|0.6563882231712341|0.0|0.4843832850456238|3
246|कुत्ते के भौंकने से हाथी नहीं रुकता|The elephant doesn't stop because of the dog's barking.|great people ignore petty criticism|0.4874873459339142|0.7864637970924377|0.0|0.42177915573120117|3
247|कुत्ते की दुम टेढ़ी की टेढ़ी|The dog's tail is crooked, and it remains crooked.|incorrigible by nature|0.36166906356811523|0.6433162689208984|0.0|0.5200389623641968|3
248|कुत्ते की तरह पीछे पड़ना|To persistently and relentlessly pursue someone or something like a dog chasing after its prey.|to chase someone relentlessly|0.7894218564033508|0.6607147455215454|0.3007518796992481|0.7727133631706238|5
249|बंदर क्या जाने अदरक का स्वाद|The monkey doesn't know the taste of ginger.|the unworthy cannot appreciate value|0.4548388421535492|0.8496589660644531|0.02380952380952381|0.467350572347641|2
250|बंदर के हाथ में उस्तरा|The monkey with a razor in his hand.|a dangerous thing in foolish hands|0.4569869339466095|0.7448609471321106|0.1081081081081081|0.4366748631000519|2
251|बंदर नाच देखना|"""Watching the monkey dance"""|to enjoy entertainment or drama|0.5515958666801453|0.8348637819290161|0.0|0.5060867667198181|2
252|बंदर घुड़की देना|"""To scold like a monkey"""|to make empty threats|0.44705939292907715|0.5936403870582581|0.0|0.587462842464447|2
253|बंदर के हाथ नारियल|"""A monkey with a coconut"""|valuable thing with an undeserving person|0.3759053945541382|0.793099582195282|0.1492537313432836|0.5106664896011353|1
254|बिल्ली के गले में घंटी बाँधना|To put a bell around the cat's neck|to take initiative in a dangerous task|0.3974369764328003|0.8318698406219482|0.02531645569620253|0.4624393582344055|2
255|बिल्ली की तरह मुँह बनाना|To make a face like a cat|to act innocent after wrongdoing|0.44012150168418884|0.8215451836585999|0.0|0.4442722797393799|3
256|बिल्ली की तरह चुप रहना|To remain as quiet as a cat.|to remain silent out of guilt or fear|0.5971989035606384|0.8344671726226807|0.2285714285714286|0.6792383193969727|3
257|बिल्ली के भाग्य से छींका टूटा|The cat's luck was that a sneeze broke out.|to get something valuable by pure luck|0.4374745190143585|0.6254564523696899|0.04545454545454545|0.515036404132843|2
258|चूहे बिल्ली का खेल|The game of the cat and mouse|a game of chase and evasion|0.6651776432991028|0.844075083732605|0.3728813559322034|0.825910747051239|2
259|चूहे दौड़ना|To run like a rat|to feel hungry|0.4564104378223419|0.7440739274024963|0.0|0.5217342376708984|2
260|गधे के सिर से सींग गायब|The horn is missing from the donkey's head.|something missing without a trace|0.4568313956260681|0.8455070853233337|0.175|0.5915697813034058|2
261|गधे पर बैठकर शेर की बात करना|To talk like a lion while riding a donkey.|to act proud without reason|0.3789796531200409|0.8222529292106628|0.0|0.5677006244659424|2
262|गधे को घोड़ा बनाना|To make a donkey into a horse.|to exaggerate someone’s abilities|0.43002352118492126|0.840224027633667|0.0|0.4603368639945984|2
263|गधे को फूलों की माला पहनाना|Decorating a donkey with a garland of flowers.|to honor an undeserving person|0.4081697165966034|0.808298647403717|0.025316455696202528|0.49103081226348877|2
264|गधे के कान में बांसुरी|Playing the flute to a donkey's ears|to waste effort on someone ignorant|0.35658586025238037|0.7614796161651611|0.0|0.5221362709999084|2
265|गाय का दूध पीना|"""To drink the milk of a cow"""|to live peacefully and simply|0.431120365858078|0.8311270475387573|0.0|0.5659912824630737|1
266|गाय बनना|"The idiom ""गाय बनना"" translates to ""to become a cow"" in English."|to act innocent or submissive|0.394430935382843|0.5790136456489563|0.0|0.3555789589881897|2
267|गाय के आगे बीन बजाना|Playing the bin in front of a cow|to explain something to someone who won’t understand|0.35095763206481934|0.6294146776199341|0.043478260869565216|0.45796430110931396|2
268|ऊँट के मुँह में जीरा|A pinch of cumin in the mouth of a camel|too little for a large need|0.39123472571372986|0.758276641368866|0.0273972602739726|0.5230609774589539|3
269|ऊँट पहाड़ के नीचे|The camel is under the mountain.|to meet one’s superior or defeat|0.4347327649593353|0.794570803642273|0.0|0.4093782901763916|3
270|ऊँट के मुँह में खजूर|"""Placing a date in the mouth of a camel"""|tiny reward for great effort|0.3588341772556305|0.5437654852867126|0.0|0.5577947497367859|3
271|ऊँट की चाल चलना|"""To walk like a camel"""|to act steadily but slowly|0.4944901168346405|0.7785276174545288|0.0|0.6902308464050293|2
272|ऊँट रेत में सिर छिपाना|"The idiom ""ऊँट रेत में सिर छिपाना"" translates to ""The camel hides its head in the sand."""|to ignore reality or hide from truth|0.4162974953651428|0.6536282300949097|0.07476635514018691|0.4139052927494049|5
273|घोड़े बेचकर सोना|Selling a horse to buy gold.|to sleep peacefully without worry|0.36902400851249695|0.8007779121398926|0.0|0.4664905071258545|2
274|घोड़े पर सवार होना|To be on a horse|to be in a hurry or overexcited|0.42677631974220276|0.7871931791305542|0.2857142857142857|0.6079951524734497|1
275|घोड़े का नाल पहनना|To wear a horseshoe|to try something superstitious for luck|0.40140268206596375|0.7626515626907349|0.0|0.6065593957901001|2
276|घोड़े की लगाम कसना|To tighten the reins on a horse.|to tighten control|0.6673910617828369|0.8202252984046936|0.36000000000000004|0.7714424133300781|1
277|घोड़े दौड़ाना|To spur the horse on|to act hastily without thinking|0.5157082676887512|0.7361061573028564|0.0|0.6229063272476196|3
278|मछली पानी से बाहर|Fish out of water|to feel uncomfortable in a strange place|0.3689187467098236|0.8196185231208801|0.0|0.6006708145141602|3
279|मछली हाथ से निकलना|The fish slipped out of my hand.|to miss an opportunity|0.4136653244495392|0.7498902082443237|0.0|0.4852279722690582|3
280|मछली पकड़ना|To catch fish.|to manipulate a situation for gain|0.5623588562011719|0.8382898569107056|0.0|0.5730416178703308|2
281|मछली मरना|"The idiom ""मछली मरना"" in Hindi translates to ""to die like a fish"" in English."|to face downfall silently|0.38582757115364075|0.4837459921836853|0.0|0.39523759484291077|3
282|मगरमच्छ के आँसू|"""Crocodile Tears"""|false show of sympathy|0.40034928917884827|0.8455073237419128|0.0|0.6214132308959961|3
283|मगरमच्छ बनना|To become a crocodile|to act powerful or arrogant falsely|0.41278889775276184|0.8522897362709045|0.0|0.5195379853248596|1
284|मगरमच्छ का शिकार करना|To hunt for crocodiles|to take on a huge challenge|0.48538878560066223|0.8337070345878601|0.0|0.5839623808860779|3
285|सांड बनना|To become a bull|to act angrily or uncontrollably|0.36514320969581604|0.8438113927841187|0.0|0.5216670036315918|1
286|सांड को लाल कपड़ा दिखाना|To provoke or incite someone, especially someone who is already agitated or prone to anger, by presenting them with a stimulus that is known to trigger their aggression.|to provoke someone deliberately|0.674579381942749|0.44437310099601746|0.15454545454545454|0.8213581442832947|4
287|सांड की तरह दौड़ना|"""To run like a bull"""|to rush without thinking|0.5231404900550842|0.8125116229057312|0.09302325581395349|0.7208491563796997|2
288|सांड की तरह जिद्दी|As stubborn as a bull|to be very stubborn|0.6554406881332397|0.8361788988113403|0.30769230769230765|0.8304937481880188|5
289|सांड की तरह ताकतवर|As strong as a bull|to be physically strong|0.5814705491065979|0.8447174429893494|0.1951219512195122|0.7662869691848755|5
290|तेल देखो तेल की धार|"""Look at the oil, the flow of oil."""|to wait and watch patiently|0.44991758465766907|0.7919597029685974|0.0|0.5147196650505066|3
291|तेल लगाना|To apply oil|to flatter or please for benefit|0.47245484590530396|0.8284147381782532|0.0|0.5641171336174011|2
292|तेल निकलना|"""The oil is coming out."""|to get exhausted completely|0.5184201002120972|0.7280670404434204|0.04|0.5552910566329956|2
293|तेल पानी एक होना|Oil and water cannot mix.|to be completely incompatible|0.5201048254966736|0.6348565220832825|0.0|0.5990481376647949|3
294|तेल जलाना|"The idiom ""तेल जलाना"" translates to ""to burn oil"" in English."|to work hard late into the night|0.372226744890213|0.5235920548439026|0.047058823529411764|0.3755720555782318|1
295|धन पानी की तरह बहाना|To spend money like water|to waste money lavishly|0.6116042137145996|0.7675668001174927|0.2553191489361702|0.7964283227920532|4
296|धन दौलत इकट्ठी करना|"The idiom ""धन दौलत इकट्ठी करना"" translates to ""accumulating wealth and riches"" in English."|to accumulate wealth|0.5559410452842712|0.5733264684677124|0.29213483146067415|0.5951260328292847|5
297|धन का घमंड होना|Having an air of wealth|to be arrogant about wealth|0.6481168866157532|0.7409398555755615|0.15999999999999998|0.8279431462287903|4
298|धन के पीछे भागना|"""Chasing after money"""|to be greedy for money|0.6452856659889221|0.8132741451263428|0.1951219512195122|0.8133219480514526|3
299|धन का नशा चढ़ना|"""To be intoxicated by the allure of wealth"""|to be blinded by riches|0.7149677276611328|0.7877317667007446|0.23188405797101447|0.8168562054634094|5
300|धन कमाना|"""To earn money"""|to earn wealth|0.8288245797157288|0.8346627354621887|0.48000000000000004|0.8890182971954346|3
301|धन की बरसात होना|"""To have a shower of wealth"" or ""To be showered with wealth"""|to receive great fortune|0.6388087868690491|0.712877631187439|0.0|0.5947850942611694|4
302|धन को पानी समझना|To consider money as water.|to spend carelessly|0.5972622036933899|0.8686898946762085|0.0|0.5276378393173218|3
303|धन का दुरुपयोग करना|To misuse money|to misuse wealth|0.9342285990715027|0.8713884353637695|0.5925925925925927|0.9169333577156067|5
304|धन देना|"""To give money"""|to offer charity or contribution|0.6096522808074951|0.8102960586547852|0.0|0.755068302154541|5
305|नजर लगना|"The English equivalent of the Hindi idiom ""नजर लगना"" is ""to be affected by the evil eye""."|to be jinxed or affected by envy|0.4476558268070221|0.4465115964412689|0.2644628099173554|0.4119425117969513|5
306|नजर उतारना|To remove the gaze|to remove the evil eye|0.828482449054718|0.8119586706161499|0.6666666666666667|0.7384833097457886|2
307|नजर बचाना|To avoid eye contact, to look away, to avert one's gaze, to shy away, to be evasive, to sidestep, to dodge, to evade, to shirk, to turn a blind eye, to ignore, to pretend not to see, to be oblivious, to be in denial, to feign ignorance, to be disinterested, to be indifferent, to be aloof, to be detached, to be uninvolved, to be unconcerned, to be apathetic, to be unmoved, to be unperturbed, to be unaffected, to be uninvolved, to be unengaged, to be disengaged, to be disinterested, to be detached, to be detached from reality, to be in a state of denial, to be in a state of disassociation, to be in a state of dissociation, to be in a state of detachment, to be in a state of disconnection, to be in a state of disengagement, to be in a state of disinterest, to be in a state of indifference, to be in a state of apathy, to be in a state of unconcern, to be in a state of uninvolvement, to be in a state of unawareness, to be in a state of obliviousness, to be in a state of ignorance, to be in a state of denial, to be in a state of avoidance, to be in a state of evasion, to be in a state of shirking, to be in a state of turning a blind eye, to be in a state of ignoring, to be in a state of pretending not to see, to be in a state of being oblivious, to be in a state of being in denial, to be in a state of being disassociated, to be in a state of being dissociated, to be in a state of being detached, to be in a state of being disconnected, to be in a state of being disengaged, to be in a state of being disinterested, to be in a state of being indifferent, to be in a state of being apathetic, to be in a state of being unconcerned, to be in a state of being uninvolved, to be in a state of being unengaged, to be in a state of being unmoved, to be in a state of being unaffected, to be in a state of being unperturbed, to be in a state of being uninvolved, to be in a state of being unengaged|to avoid eye contact|0.38880670070648193|0.3514662981033325|0.016903914590747332|0.6127368807792664|2
308|नजर डालना|To glance or take a quick look at something.|to glance or check|0.7561030387878418|0.7799525856971741|0.36923076923076925|0.8964479565620422|4
309|नजर चुराना|To avert one's eyes, to look away, to avoid eye contact.|to avoid someone intentionally|0.5964979529380798|0.6703007221221924|0.17777777777777778|0.6570703387260437|3
310|नजर रखना|To keep an eye on|to keep watch on something|0.7779648900032043|0.7818179726600647|0.2790697674418605|0.9145448207855225|3
311|नजर मिलाना|"""To lock eyes"" or ""to make eye contact"""|to look straight and confidently|0.49266669154167175|0.698167085647583|0.08333333333333331|0.6389575600624084|4
312|नजर में आना|"The idiom ""नजर में आना"" in Hindi can be translated semantically into English as ""to come into view"" or ""to come into sight."""|to get attention or recognition|0.45793619751930237|0.48111334443092346|0.026143790849673203|0.3608838617801666|5
313|नजर से गिरना|"""To fall from grace"" or ""to lose favor"""|to lose respect in someone’s eyes|0.6046275496482849|0.6571775674819946|0.16|0.6888476014137268|5
314|नजरों में बसना|To reside in someone's eyes|to be deeply admired or loved|0.4839212894439697|0.8072453737258911|0.0|0.6609748601913452|1
315|मुँह की बात छीनना|To snatch away someone's words from their mouth|to say what someone was about to say|0.6041200757026672|0.8014869689941406|0.17777777777777776|0.7115769982337952|3
316|रूठा मन मनाना|To pacify a sulking heart.|to reconcile after disagreement|0.5039850473403931|0.7802211046218872|0.0|0.597874104976654|5
317|मन बनना|"The semantic translation of the Hindi idiom ""मन बनना"" into English is ""to make up one's mind."""|to decide willingly|0.42551517486572266|0.4409903585910797|0.0|0.3070160150527954|4
318|मन भरना|To fill one's mind with thoughts or ideas.|to lose interest or get satisfied|0.48730507493019104|0.6869051456451416|0.049999999999999996|0.611713171005249|1
319|मन लगाना|To focus one's mind or attention on something.|to stay focused|0.6402567028999329|0.7411602735519409|0.09523809523809523|0.7829817533493042|4
320|मन मारना|"To ""kill the mind"" in Hindi, literally translated, means to give up hope or to lose one's motivation. It implies a state of despair or resignation, where one's mental strength and determination are diminished. This idiom conveys a sense of defeat or giving in to circumstances, often associated with a lack of willpower or a feeling of being overwhelmed."|to suppress one’s desires|0.5055972933769226|0.45283254981040955|0.03278688524590165|0.384934663772583|4
321|मन में बैठना|"""To settle in one's mind"" or ""to take root in one's thoughts"""|to be convinced deeply|0.5168329477310181|0.7135715484619141|0.0|0.5816755890846252|4
322|मन में बात रखना|To keep something in mind, to harbor thoughts or feelings, to nurture an idea or plan.|to keep things inside|0.5581774115562439|0.5942917466163635|0.1565217391304348|0.6295979022979736|4
323|मन बहलाना|"""To divert one's mind"" or ""to distract oneself from worries or boredom."""|to divert oneself pleasantly|0.6760485768318176|0.6144870519638062|0.32380952380952377|0.7274023294448853|4
324|मन से उतरना|"""To lose interest in something"" or ""to no longer care about something"""|to lose affection for someone|0.6988617777824402|0.678082287311554|0.15384615384615385|0.7324864864349365|4
325|मनमानी करना|To act arbitrarily, to do as one pleases, to exercise absolute power, to act without restraint, to be dictatorial, to be autocratic, to be despotic, to be tyrannical, to be authoritarian, to be domineering, to be overbearing, to be oppressive, to be coercive, to be imperious, to be domineering, to be bullying, to be bossy, to be controlling, to be manipulative, to be abusive, to be exploitative, to be oppressive, to be tyrannical, to be autocratic, to be dictatorial, to be despotic, to be arbitrary, to be capricious, to be whimsical, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive, to be impulsive,|to act selfishly or on one’s own terms|0.43253305554389954|0.26748788356781006|0.006650041562759767|0.585796594619751|1
326|दो नावों पर सवार होना|To be riding on two boats at the same time.|to try doing two opposite things at once|0.6358243823051453|0.8242587447166443|0.15384615384615388|0.6475335955619812|1
327|दूध का जला छाछ भी फूंककर पीता है|"""The one who has been burnt by milk, blows on buttermilk before drinking it."""|once bitten, twice shy|0.4178808331489563|0.5463677048683167|0.0|0.4611878991127014|1
328|दूध का दूध, पानी का पानी करना|To separate the wheat from the chaff; to distinguish between the genuine and the fake; to sort out the good from the bad.|to reveal the truth or clarify everything|0.4885530173778534|0.3976775109767914|0.03333333333333333|0.603242814540863|3
329|दूध में मक्खी की तरह|"""Like a fly in milk"""|an unwanted person in a good place|0.4009508490562439|0.8322199583053589|0.10714285714285714|0.5422458648681641|5
330|दूध का कर्ज चुकाना|Repaying the debt of milk.|to repay parents' love and care|0.6817262768745422|0.788070023059845|0.03508771929824561|0.6958471536636353|3
331|दूध में नीम का पत्ता|"The idiom ""दूध में नीम का पत्ता"" (dūdh men nīm kā pattā) translates to ""a bitter leaf in milk"" in English."|something that ruins a good thing|0.34617358446121216|0.5509820580482483|0.016129032258064516|0.38047268986701965|3
332|दूध का दूध अलग करना|"""To separate the milk from the milk"""|to identify right and wrong clearly|0.3947080969810486|0.7024853229522705|0.0|0.6296685338020325|2
333|दूध की धार बनना|"""To become a stream of milk"""|to prosper or flourish|0.4763442277908325|0.7803307771682739|0.0|0.6450445652008057|1
334|दूध पीता बच्चा नहीं हूँ|I am not an infant who drinks milk.|I’m not naive anymore|0.5307815670967102|0.8534966111183167|0.13559322033898305|0.4821312129497528|2
335|दूध की नदियाँ बहाना|"""To flow rivers of milk"""|to dream of prosperity|0.4701521396636963|0.7521313428878784|0.08888888888888889|0.6825249195098877|2
336|घर की मुर्गी दाल बराबर|"The idiom ""घर की मुर्गी दाल बराबर"" translates to ""A hen from one's own home is as good as lentils."""|to undervalue what one has|0.3889014720916748|0.634766697883606|0.05454545454545454|0.3336009085178375|3
337|घर फूँक तमाशा देखना|"""To set fire to one's own house and watch the spectacle"""|to risk everything for curiosity|0.5511653423309326|0.682817280292511|0.0|0.5495323538780212|1
338|घर का भेदी लंका ढाए|The traitor from within destroys the fortress.|an insider can cause great harm|0.6219465136528015|0.6132458448410034|0.0|0.5792713165283203|5
339|घर की बात बाहर निकलना|"The idiom ""घर की बात बाहर निकलना"" translates to ""the secret is out"" in English. It conveys the idea that something confidential or private has been revealed to the public or to someone who was not supposed to know about it."|to leak private matters|0.5641596913337708|0.535925030708313|0.056224899598393566|0.4414091110229492|5
340|घर बसाना|"""To establish a home"" or ""to settle down"""|to settle down or start a family|0.7882815003395081|0.7121316194534302|0.42105263157894735|0.7976863980293274|4
341|घर उजड़ना|The house is deserted.|to lose everything|0.5464071035385132|0.6938281059265137|0.0|0.5430367588996887|2
342|घर में घुसकर मारना|"""To attack someone in their own home"""|to attack boldly|0.5712892413139343|0.7257922291755676|0.3018867924528302|0.7508180141448975|3
343|घर का रास्ता भूल जाना|"""To forget the way home"""|to wander aimlessly or forget priorities|0.5047511458396912|0.8188120722770691|0.1846153846153846|0.5921164751052856|4
344|घर आँगन में झगड़ा|"""The fight is within the house and courtyard."""|domestic disputes|0.620252788066864|0.783509373664856|0.0|0.6082801818847656|3
345|घर की लक्ष्मी|"The idiom ""घर की लक्ष्मी"" in Hindi translates to ""the goddess of wealth of the house"" or ""the goddess of prosperity of the house"" in English. It refers to the female deity Lakshmi, who is revered in Hinduism as the goddess of wealth, prosperity, and good fortune. In the context of the idiom, it implies that the person or thing being referred to is considered a source of prosperity and good luck for the household."|a woman considered the prosperity of a home|0.5627663731575012|0.35999801754951477|0.11928429423459244|0.430806964635849|2
346|आम के आम गुठलियों के दाम|"The literal translation of the idiom ""आम के आम गुठलियों के दाम"" is ""the price of mangoes and the price of their seeds."" However, this idiom carries a deeper meaning and is often used to describe a situation where someone wants to have everything, even the insignificant parts, at a high price."|double benefit from one effort|0.45053961873054504|0.42077645659446716|0.006042296072507553|0.23083727061748505|3
347|आम रास्ता पकड़ना|"""To take the common path"""|to take the easy or common way|0.752474844455719|0.8212974667549133|0.5964912280701754|0.8592560887336731|4
348|आम आदमी|"""Common man"" or ""ordinary person"""|a common man|0.7206133008003235|0.7487635612487793|0.3902439024390244|0.8403903245925903|5
349|आमदनी अठन्नी खर्चा रुपैया|"""Income is a paise, and expenditure is a rupee."""|expenses exceeding income|0.4967917501926422|0.6774271130561829|0.10810810810810811|0.6273485422134399|1
