src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
दिल से लगाना,to love or treat affectionately,to press/hold to the heart,From the heart,From the heart,To the core,-0.16883417963981628,-0.16883417963981628,-0.5371372699737549,-0.44777193665504456,-0.7485360503196716,0.4050552546977997,0.4050552546977997,0.3713778853416443,0.9776304364204407,0.45012572407722473,From the heart,-0.16883417963981628,mt_1,mt_1,0.4050552546977997,False
दिल लगा रहना,to stay interested or focused,to remain heart-attached,To stay alive,Keep loving.,"""मुझे लगता है कि आज कैसे बीत जाए, तुम जो मुझसे मिलना चाहती थी",-0.5780671834945679,-0.27159419655799866,-0.6886087656021118,0.11539019644260406,-0.06563650071620941,0.5826224684715271,0.44006404280662537,0.2921619117259979,0.9860526919364929,0.562961757183075,Keep loving.,-0.27159419655799866,mt_2,mt_1,0.5826224684715271,False
दिमाग चलना,to think cleverly,for the mind/brain to run,Mind is running.,The mind is restless.,Mind over matter,-0.4197010099887848,-0.09427914023399353,-0.4734441936016083,-0.28346511721611023,-0.44488203525543213,0.5961768627166748,0.5871175527572632,0.47355613112449646,0.975701093673706,0.5525511503219604,The mind is restless.,-0.09427914023399353,mt_2,mt_1,0.5961768627166748,False
दिमाग खराब होना,to lose temper or sanity,for the mind to go bad,My mind is not working properly.,My mind is not working properly,"The mind is not working.

(Note: 'दिमाग' means'mind' in Hindi and 'खराब' means 'not working'. The phrase 'होना' is a verb that is used to indicate a state of being or existence.)",0.0919577032327652,0.19354310631752014,-0.5576768517494202,-0.1545206606388092,-0.5196372866630554,0.5411658883094788,0.5441821217536926,0.4436890780925751,0.9823275804519653,0.5893773436546326,My mind is not working properly,0.19354310631752014,mt_2,mt_2,0.5441821217536926,False
दिमाग लगाना,to use intelligence or creativity,to apply the mind,To think,To think,"Let me translate ""दिमाग लगाना"" into natural English. 

The phrase ""दिमाग लगाना"" in Hindi roughly translates to ""to get ready"" or ""to prepare"" in natural English, but the more common idiomatic translation would be ""to get one's thoughts together"" or ""to come to one's senses.""",-0.5687766075134277,-0.5687766075134277,-0.3385797441005707,-0.2680140733718872,-0.6767995953559875,0.5114104747772217,0.5114104747772217,0.5066950917243958,0.9754428267478943,0.6646807789802551,"Let me translate ""दिमाग लगाना"" into natural English. 

The phrase ""दिमाग लगाना"" in Hindi roughly translates to ""to get ready"" or ""to prepare"" in natural English, but the more common idiomatic translation would be ""to get one's thoughts together"" or ""to come to one's senses.""",-0.3385797441005707,mt_3,mt_1,0.5114104747772217,False
दिमाग ठिकाने लगाना,to discipline or bring to senses,to put the mind in its place,I think I need to sit down.,I don't understand what you want me to translate.,To go to the bathroom,-0.33676186203956604,-0.38747677206993103,-0.8311274647712708,-0.5757021307945251,-0.17723333835601807,0.507953405380249,0.4509866535663605,0.4758200943470001,0.9720286726951599,0.6120390295982361,I think I need to sit down.,-0.33676186203956604,mt_1,mt_1,0.507953405380249,True
दिमाग का दही होना,to get mentally exhausted,the brain to become curd,To be mentally sharp,"The meaning of the given Hindi phrase is:

To be mentally unstable or to be out of one's mind.

In everyday language, it can also be used to convey that someone is being overly emotional or irrational, suggesting that they are not thinking clearly.",Having a clear mind,-0.31282147765159607,0.02365526184439659,-0.17336666584014893,-0.38830867409706116,-0.24502894282341003,0.6441648006439209,0.5348585844039917,0.5391697287559509,0.9693289995193481,0.5242537260055542,"The meaning of the given Hindi phrase is:

To be mentally unstable or to be out of one's mind.

In everyday language, it can also be used to convey that someone is being overly emotional or irrational, suggesting that they are not thinking clearly.",0.02365526184439659,mt_2,mt_1,0.6441648006439209,True
दिमाग घुमाना,to confuse or manipulate someone,to spin/turn someone’s mind,To think,To think,To daydream,-0.575817346572876,-0.5758307576179504,-0.769893229007721,-0.22673241794109344,-0.27517256140708923,0.38958173990249634,0.3895074427127838,0.34991392493247986,0.9821423292160034,0.6370466351509094,To think,-0.575817346572876,mt_1,mt_1,0.38958173990249634,False
दिमाग का ताला खोलना,to start thinking or understanding,to open the lock of the mind,Unlocking the Mind,Unlocking the mind,Unlocking the Mind,0.23141029477119446,0.2732566297054291,0.2313072681427002,-0.4249134361743927,0.11804310977458954,0.562449038028717,0.5812452435493469,0.562465250492096,0.9751890301704407,0.5640023946762085,Unlocking the mind,0.2732566297054291,mt_2,mt_2,0.5812452435493469,True
दिमाग खाना,to irritate by constant nagging,to eat the brain,"I think you meant to say ""दिमाग खाना"" which translates to ""I am hungry"" in English.

However, if you want to say ""I am thinking"" or ""I am thinking about something"", the correct translation would be ""मैं सोच रहा हूँ"" or ""मैं कुछ सोच रहा हूँ"".

But if you want to say ""I am hungry"" in a more casual tone, you can say ""मैं","Let's try to translate it to natural English:

""दिमाग खाना"" can be roughly translated to ""let's eat"" or ""let's have a snack"".","I'm going to take a guess here, as ""दिमाग खाना"" can have multiple meanings in Hindi.

However, a common translation for ""दिमाग खाना"" is ""to think"" or ""to have a thought"".

If you could provide more context, I may be able to provide a more accurate translation.

Alternatively, ""दिमाग खाना"" could also mean ""to eat one's brain"" (in a more idiomatic sense",-0.8561789393424988,-0.48729953169822693,-0.3985660672187805,-0.6372763514518738,-0.6775504946708679,0.309230774641037,0.3708686828613281,0.35613951086997986,0.9678581953048706,0.427011102437973,"I'm going to take a guess here, as ""दिमाग खाना"" can have multiple meanings in Hindi.

However, a common translation for ""दिमाग खाना"" is ""to think"" or ""to have a thought"".

If you could provide more context, I may be able to provide a more accurate translation.

Alternatively, ""दिमाग खाना"" could also mean ""to eat one's brain"" (in a more idiomatic sense",-0.3985660672187805,mt_3,mt_2,0.3708686828613281,False
दिमाग लग जाना,to focus attention on something,for the mind to get engaged,To lose one's mind,To lose one's mind,To feel (extremely) frustrated,-0.6424625515937805,-0.6424625515937805,-0.8199486136436462,-0.483641654253006,-0.6011961102485657,0.5249225497245789,0.5249225497245789,0.46333467960357666,0.9781764149665833,0.4548058807849884,To lose one's mind,-0.6424625515937805,mt_1,mt_1,0.5249225497245789,False
दिमाग में बात आना,to get a sudden idea,for an idea to come into the mind,To get into one's head,To get into one's head,Getting ideas,-0.6878970861434937,-0.6878970861434937,-0.24728193879127502,-0.4213758409023285,-0.1949763298034668,0.49949732422828674,0.49949732422828674,0.6207533478736877,0.970237672328949,0.6985003352165222,Getting ideas,-0.24728193879127502,mt_3,mt_3,0.6207533478736877,True
पानी-पानी होना,to feel embarrassed or ashamed,to become water-water,"Water, water everywhere","Water, water everywhere.",Water is life.,0.33470097184181213,0.32290539145469666,0.2196195423603058,-0.6025827527046204,-0.2281825691461563,0.3064095079898834,0.33622974157333374,0.3934958279132843,0.9678813219070435,0.33077213168144226,"Water, water everywhere",0.33470097184181213,mt_1,mt_3,0.3934958279132843,True
पानी फिर जाना,to have plans fail suddenly,for water to go over (it),Water is life.,"Water ends here.

(This phrase is often used to signify the end of a conversation or a meeting, indicating that the discussion has reached a point where there is no further need to discuss it.)",Water has to flow.,-0.38311249017715454,-0.22777923941612244,-0.25259700417518616,-0.5645473599433899,-0.8158860802650452,0.45840272307395935,0.46279120445251465,0.5159057974815369,0.9739083647727966,0.41231706738471985,"Water ends here.

(This phrase is often used to signify the end of a conversation or a meeting, indicating that the discussion has reached a point where there is no further need to discuss it.)",-0.22777923941612244,mt_2,mt_3,0.5159057974815369,False
पानी मांगना,to beg for mercy,to ask for water,I need water.,I need water.,I'm thirsty.,0.37877050042152405,0.37877050042152405,-0.21527370810508728,-0.09400568902492523,0.21570049226284027,0.5764419436454773,0.5764419436454773,0.4368428885936737,0.9841877818107605,0.7052120566368103,I need water.,0.37877050042152405,mt_1,mt_1,0.5764419436454773,True
पानी उतारना,to humiliate someone publicly,to bring down/drain the water,To drain,Watering,To drain,-0.7790823578834534,-0.6677011847496033,-0.7790823578834534,-0.3675539195537567,0.040213219821453094,0.4211612045764923,0.3588395416736603,0.4211612045764923,0.9629608988761902,0.4774394929409027,Watering,-0.6677011847496033,mt_2,mt_1,0.4211612045764923,True
पानी सिर से गुजरना,to reach the limit of patience,for water to pass over the head,Water is flowing over my head.,Wasting away from head to toe.,"Water to cross the head.

(Note: This idiom is used to describe someone who is very sleepy or drowsy.)",0.21424275636672974,-0.369977742433548,-0.3639179766178131,-0.5743336081504822,-0.04262383282184601,0.41959598660469055,0.3477879464626312,0.45493659377098083,0.959830105304718,0.5010132193565369,Water is flowing over my head.,0.21424275636672974,mt_1,mt_3,0.45493659377098083,True
पानी में आग लगाना,to attempt the impossible,to set fire in water,Setting fire to water,Setting fire to water.,Setting fire to water,0.25582343339920044,0.11581656336784363,0.25484082102775574,-0.48517945408821106,0.25338640809059143,0.4877333641052246,0.49340787529945374,0.4876894950866699,0.9768081307411194,0.503605306148529,Setting fire to water,0.25582343339920044,mt_1,mt_2,0.49340787529945374,True
पानी पर लिखा,to be temporary or futile,written on water,Water,Water,Water,-0.19880086183547974,-0.19880086183547974,-0.19880086183547974,-0.5889079570770264,0.23883825540542603,0.4374465048313141,0.4374465048313141,0.4374465048313141,0.9825921654701233,0.4428615868091583,Water,-0.19880086183547974,mt_1,mt_1,0.4374465048313141,True
पानी बराबर होना,to be equal in strength or skill,to be equal like water,Water is equal.,Water is equal.,Water should be equal.,0.22508223354816437,0.22485420107841492,0.2720377743244171,-0.2690820097923279,-0.2759321630001068,0.5257014632225037,0.5257179737091064,0.538831353187561,0.9826785922050476,0.6639771461486816,Water should be equal.,0.2720377743244171,mt_3,mt_3,0.538831353187561,False
पानी पीना,to feel comfortable after fear,to drink water,Drinking water,Drinking water,Drinking water,0.5672304034233093,0.5672304034233093,0.5672304034233093,-0.6903150677680969,0.2655658721923828,0.4772914946079254,0.4772914946079254,0.4772914946079254,0.9752869606018066,0.5383967757225037,Drinking water,0.5672304034233093,mt_1,mt_1,0.4772914946079254,True
पानी मांगना पड़ना,to be defeated badly,to have to ask for water,Water is needed.,Water is needed,"Water is needed.

However, based on the context, it can also mean ""Water is required"" or ""We need water"" or even ""It's time for water"" depending on how it's being used.

If you want to convey a sense of urgency, it could also be translated as ""We need water immediately"" or ""We urgently need water"".",-0.15983092784881592,-0.05856798216700554,-0.27901890873908997,-0.6820523738861084,0.028788626194000244,0.49390438199043274,0.4857919216156006,0.3983762562274933,0.9506315588951111,0.47414469718933105,Water is needed,-0.05856798216700554,mt_2,mt_1,0.49390438199043274,True
पानी लाना,to bring respect or reputation,to bring/fetch water,Bring water,"Water is life.

(Note: ""पानी लाना"" is a Hindi phrase that is often used to refer to the act of bringing water, but in this context, it can also be interpreted as ""water is life"" or ""water is essential"" to convey the importance of water in our daily lives.)",Water supply,0.42411091923713684,-0.08721588551998138,0.1382139027118683,-0.4497748017311096,-0.2772354781627655,0.49361878633499146,0.5119741559028625,0.45770397782325745,0.9822443127632141,0.5352765917778015,Bring water,0.42411091923713684,mt_1,mt_2,0.5119741559028625,True
हाथ बँटाना,to help or assist someone,to share/divide the hand,Hand over,Breaking apart,Breaking the bank (meaning: Haste with which something is being spent or shared),-0.6044630408287048,-0.5168305039405823,-0.6831717491149902,-0.6639872193336487,-0.7916684746742249,0.4060772955417633,0.3894149959087372,0.400041401386261,0.979439377784729,0.45401036739349365,Breaking apart,-0.5168305039405823,mt_2,mt_1,0.4060772955417633,False
हाथ धोकर पीछे पड़ना,to chase or target relentlessly,to wash one’s hands and go after,Wash your hands before going back.,Wash your hands before going back.,Wash your hands before going behind.,0.04943833127617836,0.04943833127617836,0.072874516248703,-0.4990294277667999,-0.580734372138977,0.3790084421634674,0.3790084421634674,0.39171111583709717,0.9597322344779968,0.41386958956718445,Wash your hands before going behind.,0.072874516248703,mt_3,mt_3,0.39171111583709717,False
हाथ खड़े कर देना,to give up completely,to make (one) raise hands,To stand up for,Stood up,Stand up for,-0.5341938138008118,-0.2272069901227951,-0.5494546294212341,-0.42603960633277893,-0.43622544407844543,0.4608462154865265,0.5030328035354614,0.4057560861110687,0.9835876226425171,0.4404434263706207,Stood up,-0.2272069901227951,mt_2,mt_2,0.5030328035354614,False
हाथ पाँव फूल जाना,to panic or get nervous,for hands and feet to bloom,Hand in hand,"Hand in hand, walk",A flower in the palm of one's hand,-0.6889491677284241,-0.7316558361053467,-0.7485626339912415,-0.7017881870269775,-0.7489790916442871,0.2633974254131317,0.25994211435317993,0.32382556796073914,0.9659157395362854,0.3872321844100952,Hand in hand,-0.6889491677284241,mt_1,mt_3,0.32382556796073914,False
हाथ मलना,to regret something deeply,to rub the hands,Hand washing,To defecate,Hand licking,-0.4815421998500824,-0.9319405555725098,-0.4615182876586914,-0.5451913475990295,-0.4349203407764435,0.3138933777809143,0.44693514704704285,0.35134491324424744,0.97108393907547,0.4091663956642151,Hand licking,-0.4615182876586914,mt_3,mt_2,0.44693514704704285,True
हाथ साफ़ होना,to be skilled or experienced,for the hand to be clean,Hand washing,Keep your hands clean,Wash hands,-0.11218097805976868,0.6197503209114075,0.11070987582206726,-0.5809713006019592,-0.34844011068344116,0.4200085997581482,0.5268681049346924,0.41393032670021057,0.9825178980827332,0.6277555227279663,Keep your hands clean,0.6197503209114075,mt_2,mt_2,0.5268681049346924,True
हाथ पर हाथ धरे रहना,to do nothing,to keep one hand resting on the other,To hold on to each other,"The phrase ""हाथ पर हाथ धरे रहना"" translates to ""holding hands"" in English, but the idiomatic translation would be ""to stand together"" or ""to support each other."" It suggests a sense of unity, solidarity, and mutual support.

In a broader sense, it can also mean to cooperate, collaborate, or work together, often in a team or partnership.",To take things as they come.,-0.15688171982765198,-0.2188704013824463,-0.6418668627738953,-1.0372830629348755,-0.28523072600364685,0.440239280462265,0.40808552503585815,0.4433698058128357,0.9698849320411682,0.4454452693462372,To hold on to each other,-0.15688171982765198,mt_1,mt_3,0.4433698058128357,True
हाथ की सफाई दिखाना,to show cleverness or skill,to show the hand’s cleanliness (sleight),Hand Hygiene Demonstration,Hand washing,Hand Hygiene Demonstration,0.2629757523536682,-0.1537455916404724,0.2629757523536682,-0.2393052577972412,-0.33280813694000244,0.4791085422039032,0.3706986606121063,0.4791085422039032,0.9793926477432251,0.5668174624443054,Hand Hygiene Demonstration,0.2629757523536682,mt_1,mt_1,0.4791085422039032,False
हाथ में लेना,to take responsibility for something,to take in hand,To take in one's hands,Taking charge,Take in one's hands,-0.4297705888748169,-0.6933249235153198,-0.35632118582725525,-0.296828955411911,-0.4763431251049042,0.5403624773025513,0.48099485039711,0.499795526266098,0.9774447083473206,0.5079038143157959,Take in one's hands,-0.35632118582725525,mt_3,mt_1,0.5403624773025513,False
हाथ से निकल जाना,to miss an opportunity,to go out of the hand,To escape by hand,To slip away,To get rid of,-0.7659519910812378,-0.663641095161438,-0.8544719815254211,-0.5158914923667908,-0.553661048412323,0.41440513730049133,0.5142579078674316,0.3612671196460724,0.9753410816192627,0.47264888882637024,To slip away,-0.663641095161438,mt_2,mt_2,0.5142579078674316,False
हाथ लगना,to get caught or succeed,to come to the hand,Hand in hand,Hand lagta hai,Handshake,-0.44930559396743774,-0.40690335631370544,-0.2901853919029236,-0.8669453263282776,-0.896894097328186,0.38892093300819397,0.35994550585746765,0.42622631788253784,0.9786725640296936,0.4979950487613678,Handshake,-0.2901853919029236,mt_3,mt_3,0.42622631788253784,False
हाथ धोना,to lose something completely,to wash hands,Hand washing,Hand washing,Handwashing,-0.2705252468585968,-0.27055713534355164,-0.3734445869922638,-0.6429567933082581,-0.39737269282341003,0.26673606038093567,0.26671308279037476,0.25005826354026794,0.9774321913719177,0.32255157828330994,Hand washing,-0.2705252468585968,mt_1,mt_1,0.26673606038093567,True
हाथ मिलाना,to collaborate or agree,to join hands,Handshake,Handshake,Handshake,0.26339614391326904,0.2631124258041382,0.2631124258041382,-0.31115707755088806,0.11368083953857422,0.4421338737010956,0.44216474890708923,0.44216474890708923,0.9830179214477539,0.6364234089851379,Handshake,0.26339614391326904,mt_1,mt_2,0.44216474890708923,True
हाथ बाँधना,to restrict or tie someone’s ability,to tie/bind the hands,Holding,To tie,"It seems like you've provided only the word ""हाथ बाँधना"" which is a Hindi verb meaning ""to tie"". Without more context, I'll provide a simple translation:

""Holding on"" or ""to tie"" can also be a idiomatic expression which means to cling to something or someone tightly.

If you can provide more context or the rest of the sentence, I'll be happy to help with a more accurate translation.",-0.7495083212852478,-0.6528418660163879,-0.15685421228408813,-0.5497356057167053,0.04919862374663353,0.3572103679180145,0.4374002516269684,0.5322038531303406,0.9712755084037781,0.6803128123283386,"It seems like you've provided only the word ""हाथ बाँधना"" which is a Hindi verb meaning ""to tie"". Without more context, I'll provide a simple translation:

""Holding on"" or ""to tie"" can also be a idiomatic expression which means to cling to something or someone tightly.

If you can provide more context or the rest of the sentence, I'll be happy to help with a more accurate translation.",-0.15685421228408813,mt_3,mt_3,0.5322038531303406,True
हाथ ऊँचा होना,to be more powerful or dominant,for the hand to be higher,Having a high hand,"It seems like you provided a single word in Hindi. Here's the translation:

Hand (नाम के अर्थ: ""हाथ"") 

However, if you meant to say ""हाथ ऊँचा होना"" (Hath Uccha Hona), here's the translation:

To be tall.",Having a higher hand,-0.33133915066719055,-0.3769034445285797,-0.30750977993011475,-0.40903228521347046,-0.5970498323440552,0.44566652178764343,0.30825892090797424,0.5604168772697449,0.9806321263313293,0.48361000418663025,Having a higher hand,-0.30750977993011475,mt_3,mt_3,0.5604168772697449,False
हाथ जलना,to learn by mistake,for the hand to be burned,Hand burns.,Hand burning.,"It seems like you provided only one word in Hindi. If you can provide more text or a sentence, I'd be happy to translate it for you.

However, if you want to translate the given word ""हाथ जलना"" (hath jalna), it roughly translates to ""burning one's hands"" in English. The word ""हाथ"" means ""hands"" and ""जलना"" means ""burning"".",0.279329776763916,-0.5047990083694458,-0.4289875626564026,-0.6374837160110474,-0.5905616879463196,0.5115320086479187,0.4580692946910858,0.41326072812080383,0.979231059551239,0.48640480637550354,Hand burns.,0.279329776763916,mt_1,mt_1,0.5115320086479187,True
हाथ थामना,to support someone,to hold the hand,Handshake,Handshake,"""धन्यवाद (धन्यवाद)""",-0.03163078799843788,-0.03163078799843788,-0.7565463185310364,-0.588790237903595,-0.07040166854858398,0.46793195605278015,0.46793195605278015,0.32811298966407776,0.9785791635513306,0.5066143870353699,Handshake,-0.03163078799843788,mt_1,mt_1,0.46793195605278015,True
हाथ पसारना,to beg or plead,to spread the hand (for alms),Hand-washing,Hand washing,Hand-washing,-0.6691258549690247,-0.5649300217628479,-0.6691258549690247,-0.710633397102356,-0.32922378182411194,0.37904420495033264,0.4023938477039337,0.37904420495033264,0.973732590675354,0.48509904742240906,Hand washing,-0.5649300217628479,mt_2,mt_2,0.4023938477039337,True
हाथ काटना,to separate or break relation,to cut the hand,Self-harm,Self-harm,Khatarnaak,-0.9217153787612915,-0.921543538570404,-0.2288585603237152,-0.44624757766723633,-0.374773234128952,0.37011122703552246,0.3701253831386566,0.422252357006073,0.9756518006324768,0.5253021717071533,Khatarnaak,-0.2288585603237152,mt_3,mt_3,0.422252357006073,True
हाथ मोड़ना,to refuse or reject something,to twist the hand,Holding hands,Holding hands,Giving in or submitting to a situation.,-0.15103819966316223,-0.15103819966316223,-0.5625988841056824,-0.30820712447166443,-0.3623996675014496,0.28652146458625793,0.28652146458625793,0.529163658618927,0.9766398668289185,0.35707175731658936,Holding hands,-0.15103819966316223,mt_1,mt_3,0.529163658618927,False
पैर पसारना,to spend or expand beyond means,to spread the feet,Fussing,Toe wiggling or toe tapping,I don't see any text to translate. Could you please provide the Hindi text you'd like me to translate into natural English?,-0.897234320640564,-0.046461742371320724,-0.6032655835151672,-0.6227911114692688,-0.5395820736885071,0.35457220673561096,0.37823256850242615,0.3892489969730377,0.9760759472846985,0.507473349571228,Toe wiggling or toe tapping,-0.046461742371320724,mt_2,mt_3,0.3892489969730377,True
पैर जमाना,to settle firmly,to set the feet firm,"I think you meant to say ""पैर जमाना"" is not a common Hindi phrase. However, I can try to provide a translation for a similar phrase.

If you meant ""पैर जमाना"" is not a common phrase, could you please provide more context or clarify what you mean by it? 

If you meant to say ""पैर जमाना"" is not a common phrase, I can try to provide a translation for a similar phrase.

If","It seems like you've only provided a single word in Hindi. ""पैर जमाना"" can be translated to English as ""to lose balance"" or ""to stumble"".",Please provide the complete Hindi sentence to translate. I will translate it into natural English while keeping the meaning and tone intact.,-0.6761770248413086,-0.4443714916706085,-0.35505974292755127,-0.5624651312828064,-0.6036233305931091,0.4176739752292633,0.47572559118270874,0.4643605947494507,0.9799949526786804,0.8043280243873596,Please provide the complete Hindi sentence to translate. I will translate it into natural English while keeping the meaning and tone intact.,-0.35505974292755127,mt_3,mt_2,0.47572559118270874,False
पैर पकड़ना,to beg for forgiveness,to hold the feet,To catch,To catch,Chewing,-0.6258806586265564,-0.6258806586265564,-0.7979902625083923,-0.5786907076835632,-0.507663905620575,0.37972578406333923,0.37972578406333923,0.3674275279045105,0.9741575121879578,0.42168277502059937,To catch,-0.6258806586265564,mt_1,mt_1,0.37972578406333923,True
पैर तले ज़मीन खिसकना,to be shocked or lose ground,for the ground to slip from under the feet,Feet slipping on the ground,Feet slipping on the ground.,Falling off the ground,-0.1372581571340561,-0.22388829290866852,-0.1633068174123764,-0.38910219073295593,-0.04671547934412956,0.5555750727653503,0.5264742970466614,0.5707518458366394,0.9705089926719666,0.6049842238426208,Feet slipping on the ground,-0.1372581571340561,mt_1,mt_3,0.5707518458366394,True
पैर पर कुल्हाड़ी मारना,to harm oneself by one’s own actions,to strike an axe on one’s foot,Foot kicking,Foot kicking,Footing or kicking.,-0.8637771010398865,-0.8636336922645569,-0.6946772336959839,-0.5777259469032288,-0.2062305361032486,0.3222292363643646,0.32223501801490784,0.3574483394622803,0.9476824998855591,0.4817379415035248,Footing or kicking.,-0.6946772336959839,mt_3,mt_3,0.3574483394622803,True
पैर पीछे खींचना,to withdraw from commitment,to pull the feet back,To walk backwards.,Wagging behind,Backhitch,-0.5882800817489624,-0.678029477596283,-0.7548572421073914,-0.4262821078300476,-0.2983151972293854,0.5130624175071716,0.43234682083129883,0.4305765926837921,0.9783540368080139,0.5630631446838379,To walk backwards.,-0.5882800817489624,mt_1,mt_1,0.5130624175071716,True
पैर फैलाना,to extend scope gradually,to spread the feet,To stretch,To stretch,Stretch one's legs,-0.35742875933647156,-0.35742875933647156,0.08138644695281982,-0.26000088453292847,-0.21812018752098083,0.5835950970649719,0.5835950970649719,0.5111507177352905,0.979986846446991,0.621392011642456,Stretch one's legs,0.08138644695281982,mt_3,mt_1,0.5835950970649719,True
पैर रोकना,to restrain or hesitate,to stop the feet,Stop,To stop or halt,Stop,-0.15155740082263947,-0.3178463876247406,-0.15235348045825958,-0.317633718252182,-0.5060486197471619,0.4960949122905731,0.7270485758781433,0.49605241417884827,0.9791821837425232,0.5318063497543335,Stop,-0.15155740082263947,mt_1,mt_2,0.7270485758781433,False
पैर रखना,to begin something new,to place a foot,Stand,Stand by,Standing,-0.6156899333000183,0.12173138558864594,-0.6594283580780029,-0.5057482123374939,-0.7226551175117493,0.3425702750682831,0.3589872419834137,0.39862868189811707,0.9820193648338318,0.42857447266578674,Stand by,0.12173138558864594,mt_2,mt_3,0.39862868189811707,False
पैर उठाना,to show disrespect or overconfidence,to lift the foot,To stand up,Stiffen up,Standing,-0.29161950945854187,-0.3051660358905792,-0.7331332564353943,-0.4814731180667877,-0.28470614552497864,0.4318631887435913,0.3107786476612091,0.36366552114486694,0.9694801568984985,0.463960736989975,To stand up,-0.29161950945854187,mt_1,mt_1,0.4318631887435913,True
मुँह बनाना,to show annoyance or sadness,to make a face,Toothache,Toothache,Toothless,-0.3274824321269989,-0.3274824321269989,-0.34106844663619995,-0.3199317753314972,-0.2665654718875885,0.43162229657173157,0.43162229657173157,0.4552905261516571,0.9720561504364014,0.4428030550479889,Toothache,-0.3274824321269989,mt_1,mt_3,0.4552905261516571,True
मुँह खोलना,to start speaking up,to open the mouth,Open mouth,Open mouth,To Open Your Mouth,0.47380778193473816,0.47380778193473816,0.21642562747001648,-0.42873069643974304,0.11970001459121704,0.6286521553993225,0.6286521553993225,0.6759876608848572,0.985630989074707,0.7026945352554321,Open mouth,0.47380778193473816,mt_1,mt_3,0.6759876608848572,True
मुँह लटकाना,to look disappointed,to hang the face,Hanging around,Hanging around,"To hang around (meaning ""to waste time"") 

Note: मुँह लटकाना is an idiomatic expression that literally translates to ""to hang the mouth"" or ""to hang one's mouth."" It is often used to describe someone who spends excessive time chatting or loitering without accomplishing anything.",-0.8788380026817322,-0.878616988658905,-0.45953503251075745,-0.5443135499954224,-0.9387592673301697,0.4168468415737152,0.41686487197875977,0.4286719858646393,0.9819324612617493,0.4925221800804138,"To hang around (meaning ""to waste time"") 

Note: मुँह लटकाना is an idiomatic expression that literally translates to ""to hang the mouth"" or ""to hang one's mouth."" It is often used to describe someone who spends excessive time chatting or loitering without accomplishing anything.",-0.45953503251075745,mt_3,mt_3,0.4286719858646393,False
मुँह की खाना,to suffer humiliation,to eat of the mouth,Mouth food,Mouth food,Mouth's food (Muh ki Khana),-0.5670111775398254,-0.5670111775398254,-0.8577430844306946,-0.705862820148468,-0.7367435693740845,0.41136863827705383,0.41136863827705383,0.34111833572387695,0.9801281094551086,0.4291210472583771,Mouth food,-0.5670111775398254,mt_1,mt_1,0.41136863827705383,False
मुँह मोड़ना,to turn away or refuse help,to turn the face away,To turn off,Mouth twisting,To turn off,-0.6501391530036926,-0.45331162214279175,-0.6502278447151184,-0.09763555228710175,-0.14404401183128357,0.5777620673179626,0.39557960629463196,0.577704131603241,0.9883875846862793,0.8003302216529846,Mouth twisting,-0.45331162214279175,mt_2,mt_1,0.5777620673179626,False
मुँह दिखाना,to appear shamelessly after wrongdoing,to show the face,Mouth open,Mouth open,Mouth open,0.025251751765608788,0.025251751765608788,0.025251751765608788,-0.4291391670703888,-0.3683803677558899,0.4091343581676483,0.4091343581676483,0.4091343581676483,0.9599993824958801,0.5678886771202087,Mouth open,0.025251751765608788,mt_1,mt_1,0.4091343581676483,True
मुँह में राम बगल में छुरी,to be deceitful in nature,"Ram in the mouth, knife in the armpit",He had a sword in his back and a smile on his face.,There's a ram's head in my mouth and a sword next to it.,A mouthful of trouble on one side and a dagger on the other.,-0.37182027101516724,-0.45578533411026,-0.5332807898521423,-0.8929362893104553,-0.17806658148765564,0.41827669739723206,0.3376825153827667,0.36462268233299255,0.9516828656196594,0.3593420684337616,He had a sword in his back and a smile on his face.,-0.37182027101516724,mt_1,mt_1,0.41827669739723206,True
मुँह माँगी मुराद मिलना,to get exactly what one wanted,to get the wish asked by mouth,She demanded to meet him.,She demanded to meet her wish,She longs to meet him.,-0.40546897053718567,-0.5166900753974915,-0.3076823055744171,-0.561382532119751,-0.6008242964744568,0.49558600783348083,0.6465631127357483,0.529328465461731,0.9749826788902283,0.5480160117149353,She longs to meet him.,-0.3076823055744171,mt_3,mt_2,0.6465631127357483,False
मुँह बंद रखना,to stay silent,to keep the mouth closed,Keep quiet,Keep quiet,Keep quiet.,0.3682572543621063,0.3682572543621063,0.28808847069740295,-0.04885539039969444,0.4673785865306854,0.8472220301628113,0.8472220301628113,0.8548197150230408,0.9897642731666565,0.778605580329895,Keep quiet,0.3682572543621063,mt_1,mt_3,0.8548197150230408,True
मुँह खुलवाना,to make someone speak,to make (someone) open the mouth,Muh Khulwana,Smile,Opening one's mouth,-0.6632631421089172,-0.07083706557750702,-0.10794764757156372,-0.5766058564186096,-0.19252172112464905,0.3956507444381714,0.5163451433181763,0.532586932182312,0.981792151927948,0.7919701337814331,Smile,-0.07083706557750702,mt_2,mt_3,0.532586932182312,True
